timestamp,open,high,low,close
2025-09-17 06:29:59,13221.66,13221.66,13221.66,13221.66
2025-09-17 06:30:00,13222.44,13251.7,13190.18,13215.01
2025-09-17 06:45:00,13214.95,13221.56,13083.27,13091.57
2025-09-17 07:00:00,13090.86,13100.63,13083.77,13096.49
2025-09-17 07:15:00,13096.33,13155.78,13095.96,13141.55
2025-09-17 07:30:00,13141.58,13167.72,13131.87,13132.76
2025-09-17 07:45:00,13133.29,13150.47,13130.65,13148.7
2025-09-17 08:00:00,13148.6,13175.44,13147.44,13157.01
2025-09-17 08:15:00,13157.04,13182.0,13140.65,13177.7
2025-09-17 08:30:00,13177.88,13230.39,13177.35,13228.63
2025-09-17 08:45:00,13229.13,13236.41,13204.46,13234.13
2025-09-17 09:00:00,13234.44,13253.53,13187.85,13188.61
2025-09-17 09:15:00,13188.87,13222.2,13188.69,13221.47
2025-09-17 09:30:00,13221.76,13269.04,13214.68,13221.24
2025-09-17 09:45:00,13221.73,13227.02,13055.56,13059.04
2025-09-17 10:00:00,13059.75,13083.21,13058.29,13082.38
2025-09-17 10:15:00,13083.06,13088.86,13055.56,13086.06
2025-09-17 10:30:00,13086.9,13093.42,13070.81,13080.99
2025-09-17 10:45:00,13081.37,13102.09,13078.34,13097.59
2025-09-17 11:00:00,13097.29,13105.44,13079.82,13101.91
2025-09-17 11:15:00,13101.12,13131.01,13089.26,13115.99
2025-09-17 11:30:00,13116.5,13129.64,13024.64,13049.87
2025-09-17 11:45:00,13049.79,13094.91,13042.04,13068.74
2025-09-17 12:00:00,13069.23,13084.01,13064.26,13074.23
2025-09-17 12:15:00,13075.06,13100.15,13038.89,13064.02
2025-09-17 12:30:00,13063.11,13079.44,13005.42,13014.51
2025-09-17 12:45:00,13014.32,13014.65,12836.21,12849.36
2025-09-17 13:00:00,12848.79,12878.16,12845.81,12877.07
2025-09-17 13:15:00,12877.3,12880.16,12802.7,12817.28
2025-09-17 13:30:00,12818.25,12825.79,12707.98,12724.7
2025-09-17 13:45:00,12725.01,12751.52,12723.92,12749.15
2025-09-17 14:00:00,12749.06,12765.92,12745.24,12763.12
2025-09-17 14:15:00,12763.03,12793.09,12759.02,12774.43
2025-09-17 14:30:00,12774.2,12820.1,12768.75,12819.33
2025-09-17 14:45:00,12819.78,12820.9,12774.83,12803.01
2025-09-17 15:00:00,12802.9,12833.91,12802.58,12833.46
2025-09-17 15:15:00,12833.11,12845.83,12832.16,12843.81
2025-09-17 15:30:00,12843.76,12845.72,12745.02,12755.6
2025-09-17 15:45:00,12756.74,12764.33,12737.64,12756.58
2025-09-17 16:00:00,12757.21,12796.54,12756.42,12795.48
2025-09-17 16:15:00,12795.53,12800.49,12728.75,12733.91
2025-09-17 16:30:00,12733.74,12748.53,12624.88,12645.43
2025-09-17 16:45:00,12645.96,12672.15,12643.55,12669.48
2025-09-17 17:00:00,12668.99,12678.22,12588.91,12590.63
2025-09-17 17:15:00,12591.29,12592.27,12546.4,12559.98
2025-09-17 17:30:00,12560.45,12582.46,12555.77,12582.46
2025-09-17 17:45:00,12581.79,12591.98,12575.25,12581.11
2025-09-17 18:00:00,12581.2,12586.84,12535.84,12541.55
2025-09-17 18:15:00,12541.06,12558.33,12472.25,12479.37
2025-09-17 18:30:00,12479.14,12529.16,12471.87,12529.16
2025-09-17 18:45:00,12529.3,12564.54,12529.3,12564.54
2025-09-17 19:00:00,12564.08,12593.96,12560.23,12579.36
2025-09-17 19:15:00,12578.9,12603.27,12573.19,12592.41
2025-09-17 19:30:00,12593.45,12607.05,12367.86,12371.91
2025-09-17 19:45:00,12372.23,12419.47,12372.0,12417.69
2025-09-17 20:00:00,12417.67,12431.32,12369.99,12369.99
2025-09-17 20:15:00,12369.91,12385.49,12245.33,12250.06
2025-09-17 20:30:00,12250.48,12300.41,12249.76,12298.83
2025-09-17 20:45:00,12298.95,12316.65,12210.95,12247.83
2025-09-17 21:00:00,12247.29,12276.81,12244.27,12275.94
2025-09-17 21:15:00,12276.44,12313.95,12274.74,12311.47
2025-09-17 21:30:00,12310.64,12328.04,12306.93,12318.49
2025-09-17 21:45:00,12318.51,12334.39,12313.22,12328.49
2025-09-17 22:00:00,12328.57,12339.05,12314.75,12338.31
2025-09-17 22:15:00,12339.02,12389.07,12335.94,12387.38
2025-09-17 22:30:00,12387.26,12406.82,12382.97,12404.18
2025-09-17 22:45:00,12403.92,12442.31,12403.26,12437.17
2025-09-17 23:00:00,12436.51,12438.48,12375.01,12376.41
2025-09-17 23:15:00,12376.88,12410.34,12373.78,12406.6
2025-09-17 23:30:00,12406.63,12428.34,12399.39,12426.81
2025-09-17 23:45:00,12426.92,12444.33,12357.88,12394.23
2025-09-18 00:00:00,12394.28,12411.97,12330.87,12351.24
2025-09-18 00:15:00,12351.35,12359.24,12269.5,12285.24
2025-09-18 00:30:00,12285.84,12293.84,12165.86,12170.63
2025-09-18 00:45:00,12170.55,12198.79,12166.06,12176.74
2025-09-18 01:00:00,12176.49,12194.7,12113.44,12128.78
2025-09-18 01:15:00,12128.3,12155.35,12127.48,12152.82
2025-09-18 01:30:00,12152.91,12181.6,12128.32,12130.6
2025-09-18 01:45:00,12130.37,12160.53,12127.29,12157.11
2025-09-18 02:00:00,12156.88,12163.67,12067.61,12069.16
2025-09-18 02:15:00,12069.48,12101.69,12066.45,12101.59
2025-09-18 02:30:00,12101.91,12115.36,12092.0,12115.1
2025-09-18 02:45:00,12114.71,12140.38,12113.12,12136.16
2025-09-18 03:00:00,12136.77,12142.51,12111.13,12140.54
2025-09-18 03:15:00,12141.25,12141.25,12110.48,12122.42
2025-09-18 03:30:00,12122.35,12133.39,12113.93,12127.36
2025-09-18 03:45:00,12126.98,12155.24,12124.2,12151.87
2025-09-18 04:00:00,12151.32,12158.38,12131.32,12150.7
2025-09-18 04:15:00,12151.14,12197.81,12147.67,12197.81
2025-09-18 04:30:00,12198.12,12213.34,12107.19,12122.23
2025-09-18 04:45:00,12122.16,12169.86,12122.13,12169.04
2025-09-18 05:00:00,12169.3,12208.66,12163.39,12208.1
2025-09-18 05:15:00,12208.63,12246.84,12199.18,12241.67
2025-09-18 05:30:00,12241.94,12281.43,12238.22,12280.8
2025-09-18 05:45:00,12279.93,12313.65,12273.59,12312.21
2025-09-18 06:00:00,12313.26,12333.94,12302.88,12317.27
2025-09-18 06:15:00,12317.13,12333.73,12295.19,12301.83
2025-09-18 06:30:00,12301.9,12311.89,12295.16,12311.33
2025-09-18 06:45:00,12311.39,12346.06,12305.36,12341.48
2025-09-18 07:00:00,12341.48,12372.94,12333.43,12349.21
2025-09-18 07:15:00,12348.92,12360.09,12342.76,12356.02
2025-09-18 07:30:00,12356.43,12367.75,12281.59,12299.81
2025-09-18 07:45:00,12299.53,12331.82,12297.99,12327.5
2025-09-18 08:00:00,12327.38,12375.11,12319.32,12323.08
2025-09-18 08:15:00,12323.38,12324.43,12261.38,12263.39
2025-09-18 08:30:00,12263.91,12291.5,12225.87,12230.9
2025-09-18 08:45:00,12230.75,12256.66,12226.36,12236.57
2025-09-18 09:00:00,12236.34,12267.82,12234.57,12266.94
2025-09-18 09:15:00,12266.72,12277.19,12261.44,12268.07
2025-09-18 09:30:00,12267.68,12283.7,12215.96,12221.41
2025-09-18 09:45:00,12220.91,12248.6,12219.0,12231.99
2025-09-18 10:00:00,12231.98,12246.46,12144.65,12157.73
2025-09-18 10:15:00,12157.11,12171.57,12146.21,12171.49
2025-09-18 10:30:00,12170.53,12194.28,12168.89,12193.77
2025-09-18 10:45:00,12194.12,12213.24,12189.88,12212.61
2025-09-18 11:00:00,12212.53,12232.93,12209.0,12227.64
2025-09-18 11:15:00,12227.61,12240.02,12197.98,12209.79
2025-09-18 11:30:00,12209.52,12226.14,12186.45,12197.37
2025-09-18 11:45:00,12196.91,12240.64,12194.17,12240.22
2025-09-18 12:00:00,12240.12,12274.39,12231.7,12273.5
2025-09-18 12:15:00,12273.25,12291.67,12267.73,12291.67
2025-09-18 12:30:00,12291.82,12308.11,12286.93,12301.05
2025-09-18 12:45:00,12300.69,12332.45,12300.03,12330.54
2025-09-18 13:00:00,12330.28,12344.27,12311.9,12343.58
2025-09-18 13:15:00,12343.2,12388.95,12341.27,12387.52
2025-09-18 13:30:00,12387.9,12435.05,12387.67,12431.12
2025-09-18 13:45:00,12431.74,12455.56,12431.74,12454.86
2025-09-18 14:00:00,12453.99,12472.66,12395.93,12404.97
2025-09-18 14:15:00,12404.62,12434.08,12404.04,12433.0
2025-09-18 14:30:00,12433.7,12470.04,12433.7,12468.51
2025-09-18 14:45:00,12468.57,12478.08,12452.68,12470.65
2025-09-18 15:00:00,12470.29,12509.32,12466.17,12508.76
2025-09-18 15:15:00,12509.25,12509.25,12454.49,12463.23
2025-09-18 15:30:00,12462.64,12475.85,12460.1,12468.7
2025-09-18 15:45:00,12468.48,12493.76,12467.9,12489.08
2025-09-18 16:00:00,12489.32,12530.55,12489.12,12524.59
2025-09-18 16:15:00,12524.53,12528.62,12516.41,12526.34
2025-09-18 16:30:00,12526.72,12568.5,12526.48,12558.99
2025-09-18 16:45:00,12559.17,12595.03,12558.46,12595.03
2025-09-18 17:00:00,12595.21,12603.68,12534.96,12546.3
2025-09-18 17:15:00,12546.48,12573.76,12544.43,12573.68
2025-09-18 17:30:00,12573.96,12606.87,12570.51,12606.87
2025-09-18 17:45:00,12607.44,12633.1,12607.04,12629.0
2025-09-18 18:00:00,12628.71,12683.38,12625.96,12682.89
2025-09-18 18:15:00,12683.04,12721.65,12681.94,12721.65
2025-09-18 18:30:00,12722.01,12760.5,12720.78,12760.5
2025-09-18 18:45:00,12760.28,12763.5,12726.53,12751.52
2025-09-18 19:00:00,12751.52,12772.08,12658.24,12659.7
2025-09-18 19:15:00,12660.51,12676.48,12604.15,12610.48
2025-09-18 19:30:00,12610.24,12628.21,12565.46,12600.36
2025-09-18 19:45:00,12599.68,12633.66,12595.23,12632.56
2025-09-18 20:00:00,12632.24,12676.7,12631.14,12675.69
2025-09-18 20:15:00,12675.82,12695.72,12574.98,12579.39
2025-09-18 20:30:00,12579.14,12614.63,12574.92,12614.63
2025-09-18 20:45:00,12615.07,12668.77,12614.55,12667.65
2025-09-18 21:00:00,12667.44,12687.11,12640.18,12685.6
2025-09-18 21:15:00,12685.21,12715.36,12681.13,12712.56
2025-09-18 21:30:00,12712.75,12744.68,12712.4,12743.42
2025-09-18 21:45:00,12743.45,12760.03,12737.12,12759.67
2025-09-18 22:00:00,12759.45,12795.84,12756.46,12795.84
2025-09-18 22:15:00,12796.14,12841.59,12795.68,12841.59
2025-09-18 22:30:00,12841.72,12902.81,12840.85,12899.75
2025-09-18 22:45:00,12899.66,12922.8,12873.82,12879.81
2025-09-18 23:00:00,12879.84,12896.0,12871.75,12892.34
2025-09-18 23:15:00,12893.06,12931.11,12890.15,12925.01
2025-09-18 23:30:00,12925.15,12941.74,12924.35,12937.86
2025-09-18 23:45:00,12937.98,12970.25,12931.47,12961.54
2025-09-19 00:00:00,12961.16,12991.13,12953.05,12990.8
2025-09-19 00:15:00,12991.48,13033.94,12989.12,13011.46
2025-09-19 00:30:00,13011.94,13029.84,13011.4,13024.69
2025-09-19 00:45:00,13025.24,13056.46,13012.8,13056.46
2025-09-19 01:00:00,13056.3,13058.89,12999.61,13028.65
2025-09-19 01:15:00,13028.21,13043.69,13008.09,13011.66
2025-09-19 01:30:00,13012.0,13041.76,12975.08,12976.12
2025-09-19 01:45:00,12976.67,12985.85,12938.72,12945.13
2025-09-19 02:00:00,12945.1,12947.42,12815.17,12832.79
2025-09-19 02:15:00,12832.77,12865.4,12829.28,12864.99
2025-09-19 02:30:00,12865.53,12890.03,12861.08,12890.03
2025-09-19 02:45:00,12889.44,12897.11,12871.1,12896.35
2025-09-19 03:00:00,12895.11,12933.39,12893.36,12933.32
2025-09-19 03:15:00,12933.24,12961.47,12925.09,12956.23
2025-09-19 03:30:00,12955.72,12981.55,12952.69,12981.55
2025-09-19 03:45:00,12981.55,13022.92,12978.7,13019.17
2025-09-19 04:00:00,13019.26,13057.26,13017.14,13053.08
2025-09-19 04:15:00,13052.86,13080.21,13052.48,13065.65
2025-09-19 04:30:00,13066.49,13071.3,12926.71,12955.4
2025-09-19 04:45:00,12956.39,12976.23,12953.89,12975.78
2025-09-19 05:00:00,12976.32,12987.76,12905.34,12911.82
2025-09-19 05:15:00,12912.19,12955.55,12911.9,12954.93
2025-09-19 05:30:00,12954.37,12958.68,12935.44,12948.95
2025-09-19 06:00:00,12948.68,12959.54,12944.5,12955.17
2025-09-19 06:15:00,12954.86,12963.24,12939.67,12962.17
2025-09-19 06:30:00,12962.45,12962.62,12898.71,12898.71
2025-09-19 06:45:00,12899.23,12937.5,12896.08,12918.04
2025-09-19 07:00:00,12918.16,12931.82,12721.7,12724.02
2025-09-19 07:15:00,12723.87,12749.39,12722.35,12745.85
2025-09-19 07:30:00,12745.57,12778.27,12744.04,12774.04
2025-09-19 07:45:00,12773.62,12824.71,12773.14,12822.71
2025-09-19 08:00:00,12822.3,12835.39,12733.93,12754.45
2025-09-19 08:15:00,12754.53,12764.64,12712.43,12731.23
2025-09-19 08:30:00,12731.26,12738.01,12695.08,12707.58
2025-09-19 08:45:00,12707.52,12720.67,12634.06,12650.15
2025-09-19 09:00:00,12650.47,12665.0,12630.19,12635.1
2025-09-19 09:15:00,12635.9,12678.77,12635.9,12677.63
2025-09-19 09:30:00,12677.91,12717.81,12670.76,12670.76
2025-09-19 09:45:00,12670.73,12713.59,12665.86,12712.75
2025-09-19 10:00:00,12713.25,12746.34,12711.46,12739.55
2025-09-19 10:15:00,12739.9,12798.81,12739.65,12798.62
2025-09-19 10:30:00,12797.73,12827.02,12789.77,12813.94
2025-09-19 10:45:00,12813.85,12816.45,12791.22,12794.96
2025-09-19 11:00:00,12794.92,12826.41,12774.26,12782.72
2025-09-19 11:15:00,12782.45,12819.45,12780.07,12815.71
2025-09-19 11:30:00,12814.66,12825.2,12807.73,12821.49
2025-09-19 11:45:00,12821.23,12843.62,12816.15,12838.72
2025-09-19 12:00:00,12839.12,12850.71,12764.57,12795.23
2025-09-19 12:15:00,12795.48,12817.21,12782.33,12793.75
2025-09-19 12:30:00,12793.05,12804.46,12722.92,12724.45
2025-09-19 12:45:00,12724.75,12754.7,12720.71,12753.99
2025-09-19 13:00:00,12754.74,12767.58,12704.85,12737.95
2025-09-19 13:15:00,12737.77,12749.91,12571.7,12581.94
2025-09-19 13:30:00,12582.56,12610.35,12540.07,12549.91
2025-09-19 13:45:00,12549.89,12553.98,12490.94,12518.03
2025-09-19 14:00:00,12518.36,12533.12,12510.26,12520.42
2025-09-19 14:15:00,12519.78,12521.58,12480.91,12492.23
2025-09-19 14:30:00,12492.66,12523.44,12489.06,12511.11
2025-09-19 14:45:00,12511.24,12554.53,12509.57,12552.94
2025-09-19 15:00:00,12552.17,12563.92,12408.82,12419.53
2025-09-19 15:15:00,12419.76,12456.62,12418.93,12446.29
2025-09-19 15:30:00,12446.99,12449.35,12413.23,12427.8
2025-09-19 15:45:00,12427.54,12468.05,12426.25,12467.69
2025-09-19 16:00:00,12467.93,12483.35,12321.02,12331.38
2025-09-19 16:15:00,12331.87,12350.52,12228.54,12249.83
2025-09-19 16:30:00,12250.45,12280.03,12248.47,12270.47
2025-09-19 16:45:00,12270.49,12301.26,12246.69,12298.28
2025-09-19 17:00:00,12298.35,12325.79,12298.17,12325.79
2025-09-19 17:15:00,12325.68,12330.8,12265.97,12309.27
2025-09-19 17:30:00,12308.88,12344.47,12252.83,12257.64
2025-09-19 17:45:00,12258.01,12261.63,12130.27,12144.36
2025-09-19 18:00:00,12144.46,12160.97,12130.77,12154.12
2025-09-19 18:15:00,12154.77,12183.69,12146.38,12175.12
2025-09-19 18:30:00,12175.31,12192.48,12171.69,12179.17
2025-09-19 18:45:00,12179.09,12203.62,12177.45,12201.25
2025-09-19 19:00:00,12200.72,12223.89,12192.6,12202.92
2025-09-19 19:15:00,12203.0,12220.66,12199.02,12215.77
2025-09-19 19:30:00,12215.04,12242.98,12215.04,12225.21
2025-09-19 19:45:00,12225.23,12265.86,12186.02,12189.63
2025-09-19 20:00:00,12189.16,12197.99,12176.94,12192.46
2025-09-19 20:15:00,12192.07,12195.73,12168.49,12176.21
2025-09-19 20:30:00,12176.11,12203.04,12174.84,12186.05
2025-09-19 20:45:00,12186.53,12215.54,12185.91,12209.52
2025-09-19 21:00:00,12209.58,12233.87,12171.77,12187.03
2025-09-19 21:15:00,12186.93,12211.51,12186.72,12195.26
2025-09-19 21:30:00,12194.84,12194.84,12144.44,12153.98
2025-09-19 21:45:00,12154.17,12167.49,12138.27,12139.9
2025-09-19 22:00:00,12140.33,12170.72,12138.16,12166.69
2025-09-19 22:15:00,12166.96,12204.18,12166.59,12201.65
2025-09-19 22:30:00,12201.66,12206.74,12130.65,12149.09
2025-09-19 22:45:00,12148.97,12180.1,12148.97,12163.96
2025-09-19 23:00:00,12164.36,12172.38,12160.86,12162.21
2025-09-19 23:15:00,12162.17,12192.76,12162.14,12191.83
2025-09-19 23:30:00,12192.03,12228.61,12192.03,12225.06
2025-09-19 23:45:00,12224.99,12247.42,12204.26,12206.3
2025-09-20 00:00:00,12205.32,12243.27,12202.73,12241.53
2025-09-20 00:15:00,12241.24,12266.2,12207.68,12217.32
2025-09-20 00:30:00,12217.45,12242.57,12139.4,12143.59
2025-09-20 00:45:00,12143.36,12165.74,12104.08,12107.93
2025-09-20 01:00:00,12107.43,12146.74,12095.13,12101.47
2025-09-20 01:15:00,12101.13,12138.09,12100.14,12137.11
2025-09-20 01:30:00,12136.95,12150.87,12122.08,12150.87
2025-09-20 01:45:00,12150.94,12150.94,12069.59,12070.38
2025-09-20 02:00:00,12071.07,12081.22,12069.29,12079.47
2025-09-20 02:15:00,12080.16,12094.15,12075.24,12087.44
2025-09-20 02:30:00,12087.93,12101.98,12074.26,12101.04
2025-09-20 02:45:00,12100.4,12133.26,12096.88,12133.26
2025-09-20 03:00:00,12133.39,12143.51,12089.92,12136.95
2025-09-20 03:15:00,12137.31,12148.71,12130.42,12146.45
2025-09-20 03:30:00,12147.0,12161.91,12112.6,12136.12
2025-09-20 03:45:00,12136.91,12151.0,12113.4,12114.89
2025-09-20 04:00:00,12115.55,12142.71,12113.4,12140.63
2025-09-20 04:15:00,12140.13,12174.03,12136.21,12140.3
2025-09-20 04:30:00,12140.44,12142.47,12113.98,12139.57
2025-09-20 04:45:00,12140.31,12161.54,12139.0,12158.67
2025-09-20 05:00:00,12158.67,12184.03,12158.03,12163.78
2025-09-20 05:15:00,12163.22,12164.81,12101.29,12129.95
2025-09-20 05:30:00,12130.52,12183.6,12127.52,12168.37
2025-09-20 05:45:00,12168.29,12172.42,12060.91,12084.44
2025-09-20 06:00:00,12084.5,12094.32,12080.86,12092.19
2025-09-20 06:15:00,12092.67,12141.23,12092.67,12139.01
2025-09-20 06:30:00,12138.94,12164.01,12131.11,12158.39
2025-09-20 06:45:00,12158.37,12159.09,12139.07,12144.31
2025-09-20 07:00:00,12144.56,12153.03,12119.8,12147.62
2025-09-20 07:15:00,12147.27,12176.4,12147.27,12172.49
2025-09-20 07:30:00,12172.14,12216.46,12170.69,12209.76
2025-09-20 07:45:00,12209.85,12217.35,12109.69,12110.52
2025-09-20 08:00:00,12110.82,12122.24,12105.73,12113.84
2025-09-20 08:15:00,12113.56,12128.71,12099.23,12112.88
2025-09-20 08:30:00,12112.14,12125.05,12107.15,12119.59
2025-09-20 08:45:00,12118.91,12157.16,12115.49,12156.58
2025-09-20 09:00:00,12156.86,12182.29,12143.89,12178.31
2025-09-20 09:15:00,12178.29,12191.81,12134.22,12152.41
2025-09-20 09:30:00,12152.36,12170.26,12148.55,12169.36
2025-09-20 09:45:00,12169.27,12194.93,12165.5,12192.7
2025-09-20 10:00:00,12192.8,12214.96,12171.82,12190.23
2025-09-20 10:15:00,12190.67,12211.66,12188.86,12201.06
2025-09-20 10:30:00,12200.39,12259.78,12198.9,12201.28
2025-09-20 10:45:00,12201.58,12223.08,12200.36,12219.97
2025-09-20 11:00:00,12219.98,12229.44,12200.58,12218.87
2025-09-20 11:15:00,12219.85,12254.72,12218.46,12254.18
2025-09-20 11:30:00,12254.82,12304.91,12253.79,12296.61
2025-09-20 11:45:00,12295.73,12323.62,12272.78,12274.61
2025-09-20 12:00:00,12274.3,12289.58,12271.18,12284.46
2025-09-20 12:15:00,12284.39,12294.43,12265.86,12273.16
2025-09-20 12:30:00,12273.08,12299.46,12253.47,12270.2
2025-09-20 12:45:00,12269.45,12282.82,12249.62,12280.92
2025-09-20 13:00:00,12281.25,12296.49,12274.07,12295.87
2025-09-20 13:15:00,12295.86,12296.1,12259.47,12282.9
2025-09-20 13:30:00,12283.27,12283.27,12237.84,12246.03
2025-09-20 13:45:00,12245.12,12261.78,12229.23,12252.63
2025-09-20 14:00:00,12252.62,12284.84,12007.95,12008.93
2025-09-20 14:15:00,12009.15,12053.2,12009.15,12051.47
2025-09-20 14:30:00,12051.5,12079.22,12050.18,12060.86
2025-09-20 14:45:00,12060.95,12060.95,11944.02,11945.83
2025-09-20 15:00:00,11946.67,11967.33,11946.21,11958.66
2025-09-20 15:15:00,11959.12,11987.9,11955.29,11983.26
2025-09-20 15:30:00,11983.88,12002.28,11976.45,11999.17
2025-09-20 15:45:00,11999.24,12027.92,11800.31,11806.85
2025-09-20 16:00:00,11807.0,11807.0,11777.98,11785.35
2025-09-20 16:15:00,11785.12,11795.86,11772.71,11787.85
2025-09-20 16:30:00,11787.21,11799.83,11772.71,11788.13
2025-09-20 16:45:00,11787.83,11796.57,11685.14,11687.29
2025-09-20 17:00:00,11687.06,11690.77,11607.25,11607.25
2025-09-20 17:15:00,11607.9,11623.09,11555.89,11567.06
2025-09-20 17:30:00,11566.99,11603.86,11566.99,11599.86
2025-09-20 17:45:00,11599.98,11604.12,11554.52,11590.56
2025-09-20 18:00:00,11590.33,11631.09,11584.81,11628.26
2025-09-20 18:15:00,11628.06,11663.22,11627.39,11653.16
2025-09-20 18:30:00,11652.92,11668.44,11597.84,11610.03
2025-09-20 18:45:00,11610.48,11645.69,11610.48,11641.03
2025-09-20 19:00:00,11641.13,11647.3,11582.19,11588.4
